ds,yhat,yhat_lower,yhat_upper
2025-05-01 00:00:00,19.254909244006626,13.13979839264951,25.18740471733051
2025-05-01 01:00:00,19.169553670159587,13.234607176644733,25.188504510586945
2025-05-01 02:00:00,19.12004160199263,12.793766525747035,24.511888365144912
2025-05-01 03:00:00,18.955773230181055,13.303697288041736,25.06505425625567
2025-05-01 04:00:00,18.775630153696017,12.704412591201672,25.015653183102263
2025-05-01 05:00:00,18.878173941230834,13.003963727150119,24.912814741554058
2025-05-01 06:00:00,19.447697746907096,13.35413568193872,25.530399364786696
2025-05-01 07:00:00,20.297943871954075,13.897731736858493,26.45324281478361
2025-05-01 08:00:00,20.960183896690513,14.48224402188917,27.345741450515156
2025-05-01 09:00:00,21.065270724681408,14.673444981511505,27.01597976774528
2025-05-01 10:00:00,20.665207531436856,13.95750082926312,26.85005757784237
2025-05-01 11:00:00,20.179658095901278,14.095096728508759,26.418402924338718
2025-05-01 12:00:00,20.00830066214609,13.277251545429433,25.915606699089093
2025-05-01 13:00:00,20.175118517641565,13.867625624302878,26.26386051012167
2025-05-01 14:00:00,20.34296197218905,14.337926340879758,26.513788995556805
2025-05-01 15:00:00,20.178470265297033,14.042209058416974,26.7491360754961
2025-05-01 16:00:00,19.70768918277397,13.333986718501123,25.966403382002024
2025-05-01 17:00:00,19.313992420119344,13.09269492615967,25.525338716482175
2025-05-01 18:00:00,19.38025295961931,13.585262742416433,25.817799588494225
2025-05-01 19:00:00,19.922393251871483,13.947683647620371,26.580493763389608
2025-05-01 20:00:00,20.565133339590624,13.965717002266244,26.709269967569
2025-05-01 21:00:00,20.874941258594877,14.461600183299963,26.94978473307744
2025-05-01 22:00:00,20.72411833287973,14.376064069713813,26.655723104482906
2025-05-01 23:00:00,20.34622046723162,14.309741110228721,26.530352824135015
2025-05-02 00:00:00,20.05968025481667,13.774558147741216,26.408319830467427
2025-05-02 01:00:00,19.960400140820944,13.607022562458411,25.858459230133985
2025-05-02 02:00:00,19.893317701783552,13.873566888023946,26.37817245588826
2025-05-02 03:00:00,19.70828722820827,13.68454475793186,26.16160928866045
2025-05-02 04:00:00,19.50465909370433,13.378119011234578,25.776627035359105
2025-05-02 05:00:00,19.581471791442198,13.220076396050638,25.56194785574379
2025-05-02 06:00:00,20.123497049480303,13.767437358425976,26.49116860120205
2025-05-02 07:00:00,20.94495100057711,14.421530896437629,27.855080341845394
2025-05-02 08:00:00,21.57756811233272,15.108421295633704,27.894539920637104
2025-05-02 09:00:00,21.65264729841951,15.803891661322913,28.225108066441752
2025-05-02 10:00:00,21.2226152777391,15.356600297839918,27.190146118405075
2025-05-02 11:00:00,20.70753172961265,14.77294012835958,26.450685675398802
2025-05-02 12:00:00,20.507438455512485,14.608175182929834,27.118665535733108
2025-05-02 13:00:00,20.646645791621314,13.867524549550318,26.515008097060832
2025-05-02 14:00:00,20.78829100491799,14.3541163726697,26.72442778486236
2025-05-02 15:00:00,20.599257242967894,14.521808400544225,26.929695145715765
2025-05-02 16:00:00,20.10578885088505,13.954430380795975,26.07454512612047
2025-05-02 17:00:00,19.6914111173774,13.996665035779873,26.114968904869965
2025-05-02 18:00:00,19.739100731848083,13.691386307453802,26.238424161787552
2025-05-02 19:00:00,20.26483574917072,13.514043999538389,26.37745231941417
2025-05-02 20:00:00,20.893344195707634,14.585860992589613,26.955735408123008
2025-05-02 21:00:00,21.19105563986926,14.483229504321486,27.042792433168234
2025-05-02 22:00:00,21.030188319588095,15.414455865953522,27.895652542825466
2025-05-02 23:00:00,20.644172902556015,14.70494425373372,26.715191293651852
2025-05-03 00:00:00,20.35127765626124,13.87357006423965,26.590782362522024
2025-05-03 01:00:00,20.247205219671343,14.687204196886414,26.360832636640254
2025-05-03 02:00:00,20.176661985821184,13.732319066769586,26.45673827760397
2025-05-03 03:00:00,19.989244220085062,13.357154743246479,26.533324676375003
2025-05-03 04:00:00,19.784022331892917,13.60537241960533,25.677100412156637
2025-05-03 05:00:00,19.85973810975101,13.97503206989997,25.413915445524715
2025-05-03 06:00:00,20.40085525640494,14.239032598239342,26.767939683966095
2025-05-03 07:00:00,21.22127612226947,15.106165773495867,27.19322051835805
2025-05-03 08:00:00,21.8524212637604,15.440626872823206,28.108601600612346
2025-05-03 09:00:00,21.92528116719026,16.013334209677467,28.01562361308663
2025-05-03 10:00:00,21.49198512560143,15.847231503787174,27.84905562808597
2025-05-03 11:00:00,20.972311737974767,14.53433826272585,27.142855325561133
2025-05-03 12:00:00,20.76604316597942,14.681902314267248,27.353939559386188
2025-05-03 13:00:00,20.897256319581235,15.109302260564368,26.932330103499698
2025-05-03 14:00:00,21.028885636476833,15.000573450275423,27.355164406694556
2025-05-03 15:00:00,20.827645962548385,14.67433681947804,26.857180140657576
2025-05-03 16:00:00,20.319651290130576,13.876638380655091,26.50617754835578
2025-05-03 17:00:00,19.888337366179353,13.46825922765704,25.818984311385158
2025-05-03 18:00:00,19.91663440996671,13.468416145391405,26.01115266160868
2025-05-03 19:00:00,20.420518702735645,14.21586087965252,26.539434783064195
2025-05-03 20:00:00,21.024756300230013,14.80998080310914,27.09808865492983
2025-05-03 21:00:00,21.29587245906176,15.613333626806936,27.765324531125955
2025-05-03 22:00:00,21.106220793455602,14.52419641033828,27.01144772095116
2025-05-03 23:00:00,20.689411807056434,14.503069012245737,26.816391302267288
2025-05-04 00:00:00,20.36393630480681,13.640578028723601,26.362641979029608
2025-05-04 01:00:00,20.22575975354277,14.041636907556613,26.340958730092467
2025-05-04 02:00:00,20.11988862848604,14.317688510531404,26.62060575995317
2025-05-04 03:00:00,19.896252908784472,13.323843304590378,25.72791493852949
2025-05-04 04:00:00,19.654286185002643,13.372254981792976,25.74753712747492
2025-05-04 05:00:00,19.693118241439613,13.702511744271824,25.703836542340017
2025-05-04 06:00:00,20.197620509944255,14.082767133940354,26.707598729280992
2025-05-04 07:00:00,20.9821173593424,15.009886550195818,26.998341864382652
