ds,yhat,yhat_lower,yhat_upper
2025-05-01 00:00:00,19.5125715040016,13.43499641345019,26.10406553353137
2025-05-01 01:00:00,19.57514873265698,13.324669809273244,25.91052070987922
2025-05-01 02:00:00,19.669107665109053,13.439691428867448,25.785128498567737
2025-05-01 03:00:00,19.64625037674883,12.991920975509185,26.494716225995383
2025-05-01 04:00:00,19.52542083581463,12.939323436517101,26.364080491755374
2025-05-01 05:00:00,19.47117755290707,12.903772667097574,26.175793676739275
2025-05-01 06:00:00,19.588030971078172,13.458305340981244,26.083404264961455
2025-05-01 07:00:00,19.75762161899778,13.850387591720434,26.040807801094452
2025-05-01 08:00:00,19.713973626587048,13.521030426281119,26.13911201707079
2025-05-01 09:00:00,19.306254720853335,13.186380066516561,25.489416511907926
2025-05-01 10:00:00,18.689388799457525,12.618093334202843,25.44626499412699
2025-05-01 11:00:00,18.23187814114514,11.591448345332424,24.06478153954692
2025-05-01 12:00:00,18.20148700461201,11.710744837726752,24.583575831148753
2025-05-01 13:00:00,18.518076446921807,12.377620331352077,24.20090318378565
2025-05-01 14:00:00,18.816102496815088,12.228275803250884,25.05016530300341
2025-05-01 15:00:00,18.77176929370426,12.664806347014908,25.4648194147789
2025-05-01 16:00:00,18.396132109248896,12.126905977889963,24.755371251659025
2025-05-01 17:00:00,18.023052481973505,11.202680565552102,24.188394424633824
2025-05-01 18:00:00,18.00632709542255,11.511742148881012,23.967104839984792
2025-05-01 19:00:00,18.410080578669174,12.126819082480427,25.03098265025147
2025-05-01 20:00:00,18.97356259667065,13.338343938356163,25.705112140525245
2025-05-01 21:00:00,19.36469560274081,13.100288105608431,25.908541527890254
2025-05-01 22:00:00,19.46850352757356,13.320193181022518,26.01206323263293
2025-05-01 23:00:00,19.443017164593506,13.456898416612209,25.83367034247666
2025-05-02 00:00:00,19.51721488493164,13.066909998890429,26.136860677183783
2025-05-02 01:00:00,19.755251627240003,13.894357363809762,25.80877029116312
2025-05-02 02:00:00,20.023556510262864,14.068290120010268,25.933964765174764
2025-05-02 03:00:00,20.17238840900131,14.373099171798549,27.136101189489207
2025-05-02 04:00:00,20.219069158102005,14.177124954375968,26.32332015368026
2025-05-02 05:00:00,20.3266717667269,13.817751646376045,26.2758333265243
2025-05-02 06:00:00,20.598273007448796,14.092994998101128,27.195716412651358
2025-05-02 07:00:00,20.91414623039311,14.772855842179123,27.104493611067365
2025-05-02 08:00:00,21.007028836242423,14.433769684162717,27.08143025587137
2025-05-02 09:00:00,20.724895368581457,14.335300860444088,26.78363272945269
